epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
65,1.57169676849,-7.02434206455,-10.4544464897,-12.5577496059,-11.0773974947,-13.8336572937,-13.7404557334,-13.1775770684,-12.3098074714,-9.73686325974,
66,1.52305022691,-7.03220306918,-10.4871748506,-12.6713007433,-11.2767447521,-13.8613704281,-13.4505270231,-12.7160130791,-12.1308254788,-9.70153647144,
67,1.49062606547,-7.06981652835,-10.5029082126,-12.7792048362,-11.4627469879,-13.9658085871,-13.3876667971,-12.5109249126,-12.0920181813,-9.77033079297,
68,1.44993598791,-7.16056218813,-10.7212977549,-12.775783754,-11.3378391883,-13.8875657823,-13.5417548719,-12.7168879238,-11.9485335584,-9.47680702446,
69,1.1363344313,-6.89993839584,-10.0650385898,-12.5837652913,-11.3531783399,-13.6922903702,-12.8435066023,-11.9006404735,-11.6534759958,-9.42874239613,
70,1.38660611367,-7.22150898305,-10.7991199694,-12.8628274956,-11.4278466396,-13.8686152006,-13.40648002,-12.5038537684,-11.7895538718,-9.34164678845,
71,1.24100529447,-7.28992302007,-10.8463580911,-13.014835776,-11.6630220805,-13.9998567194,-13.3671528859,-12.4080269981,-11.8001436572,-9.41532405237,
72,1.31091395743,-7.28612694859,-10.9113867626,-13.026566897,-11.6236153316,-13.8688006443,-13.1907113382,-12.2051006604,-11.5863848789,-9.2035221999,
73,1.15207340156,-7.36622651014,-10.9535601265,-13.113375901,-11.7467549768,-13.9602113008,-13.1884915906,-12.1702993881,-11.6125591889,-9.25420272286,
74,1.15373523648,-7.11008983234,-10.5558252611,-12.6657453882,-11.2410114532,-13.4794891756,-12.8447909237,-11.8689415565,-11.2490889048,-8.86819487498,
75,1.23265613362,-7.42812016739,-11.1853256933,-13.2838306116,-11.8322874612,-13.8987860831,-13.0082220735,-11.9382976655,-11.3511874426,-9.00496256257,
76,1.24928240609,-7.19590428866,-10.8274600163,-12.8158835896,-11.2335053698,-13.3815733684,-12.7383743762,-11.7501717266,-10.9112197342,-8.48952078996,
77,1.15650985733,-7.57545915154,-11.4154017219,-13.3189234007,-11.6858175731,-13.7755325969,-13.0916026735,-12.165601334,-11.2308646913,-8.76001524511,
78,1.13026737296,-7.64755202619,-11.5065021336,-13.331579688,-11.6625244541,-13.7810545564,-13.163991284,-12.2404066696,-11.2031592065,-8.65783701871,
79,1.34115133519,-7.40366243557,-11.2071882036,-12.8964047979,-11.0758362504,-13.2767411843,-12.9719288699,-12.0409941721,-10.7755584869,-8.12710429098,
80,1.26448538854,-7.73651523584,-11.7072288697,-13.3354324556,-11.5320172883,-13.6863033647,-13.2580792672,-12.3364170115,-11.1063872173,-8.45488111819,
81,1.27776492038,-7.78770426337,-11.8251247579,-13.4755000524,-11.6398879718,-13.6938796046,-13.1524135589,-12.2007545332,-10.9850838617,-8.33933042617,
82,1.22812352896,-7.85424916967,-11.9267663281,-13.5492963719,-11.7059406997,-13.7600568368,-13.2212806721,-12.2417887509,-10.9610972719,-8.30371076731,
83,1.42611920896,-7.7951669139,-11.9650295836,-13.4985692297,-11.6110955693,-13.6350810594,-13.1554833414,-12.2561178914,-10.9134525529,-8.19359950494,
84,1.3803681326,-7.82274086958,-11.9753671345,-13.5038637418,-11.6228270255,-13.6205806504,-13.1232377333,-12.2406959449,-10.9289445012,-8.21967012587,
85,1.39992226437,-7.5618946013,-11.5556466809,-13.0896652879,-11.1522858866,-13.1665781271,-12.7839967964,-11.9299482871,-10.590265019,-7.85759562231,
86,1.27438822701,-7.62807505743,-11.5934891458,-13.1391808039,-11.1802541092,-13.1348446365,-12.663597536,-11.7568799548,-10.4559384921,-7.76117744919,
87,1.18764659469,-7.83116800553,-11.9172226932,-13.5218698143,-11.7195210421,-13.5470438469,-12.7743753453,-11.8166794894,-10.7544705273,-8.02588790423,
88,1.29181493268,-7.46512963505,-11.436162193,-13.066578996,-11.2174419587,-13.1010987188,-12.4165278491,-11.5791597284,-10.4944000643,-7.8931511388,
89,1.07215974523,-7.86348317322,-11.9086382738,-13.5404134994,-11.6816388835,-13.4724169019,-12.6243648395,-11.7289801668,-10.691552667,-8.12868564365,
90,1.10970758526,-7.66241379729,-11.5320001073,-13.1109510628,-11.1654565637,-12.9863327568,-12.4496409691,-11.5186302184,-10.4085034985,-7.51738442249,
91,1.11433896704,-7.57855934958,-11.5087010841,-13.1448584586,-11.2488431175,-13.0786293811,-12.3356922341,-11.5438641815,-10.5280317913,-7.95794685392,
92,1.03214475557,-7.66717140739,-11.5868118662,-13.2073079132,-11.2120880246,-12.9899388133,-12.2236604195,-11.3655814797,-10.3388051682,-7.79398783968,
93,1.29420235763,-7.77342828625,-11.8551220897,-13.1964471153,-10.977477041,-12.8661063783,-12.4845027584,-11.6277101948,-10.2264712653,-7.54874199799,
94,1.21925118272,-7.7715878376,-11.8612272531,-13.3177695898,-11.1508033608,-12.9680973526,-12.4876052745,-11.7280538452,-10.3872983747,-7.7118405567,
95,1.32904083656,-8.07143874001,-12.3885538707,-13.6409341718,-11.3705582656,-13.2137450327,-12.879939968,-12.1559188146,-10.6105335374,-7.88564144963,
96,1.11834404548,-8.13799335286,-12.4314480042,-13.8098318743,-11.5857026913,-13.218865115,-12.5860990686,-11.7859891787,-10.4683978548,-7.77044258119,
97,1.07833808818,-8.18779585922,-12.5150369872,-13.9159715805,-11.686422221,-13.2552927359,-12.5292227284,-11.6677863938,-10.4540132873,-7.8264769242,
98,1.21536830637,-7.97899081071,-12.204733532,-13.5350911662,-11.1124978261,-12.7841477822,-12.3314681389,-11.5780962038,-10.0998205885,-7.38787036309,
